YEAR,MONTH,DATE,INCOME,CATEGORY,CATEGORY_COUNT,CAT_TOT,CAT_INCM_PCENT,CAT_NEW,CAT_NEW_TOT,CAT_NEW_INCM_PCENT,CAT_OLD_BENCHMARK
2019,3,4/03/2019,33860.19,Loan Pay,5,5086.07,15.02079581,Need,8454.55,24.96899752,33
2019,2,4/02/2019,8229.01,Loan Pay,4,3410,41.43876359,Need,5728.05,69.60800874,33
2019,1,7/01/2019,14402.89,Loan Pay,4,3200,22.21776324,Need,4566.13,31.70287352,33
2018,12,3/12/2018,7558.02,Loan Pay,5,4000,52.92391394,Need,6858.88,90.7496937,33
2018,11,5/11/2018,7125.5,Loan Pay,4,3200,44.90912918,Need,5471.5,76.78759385,33
2018,10,1/10/2018,6801.5,Loan Pay,5,4000,58.81055649,Need,5791.3,85.14739396,33
2018,9,3/09/2018,7771.21,Loan Pay,4,3200,41.17762871,Need,6003.91,77.25836774,33
2018,8,13/08/2018,7667.51,Loan Pay,4,-4714.2,-61.48280211,Need,-3511.19,-45.79309319,33
2020,7,12/07/2020,13218.79,Miscellaneous,3,95.96,0.725936338,Need,9364.7,70.84385182,1
2020,6,19/06/2020,8068.83,Miscellaneous,3,151.77,1.880941847,Need,7149.73,88.60925314,1
2020,3,6/03/2020,44410.36,Miscellaneous,2,32.32,0.072775812,Need,44781.45,100.8355933,1
2020,2,1/02/2020,8157.21,Miscellaneous,1,112.5,1.379148018,Need,5731.9,70.26789797,1
2020,1,29/01/2020,11570.92,Miscellaneous,1,165,1.425988599,Need,1541.44,13.32167192,1
2019,12,22/12/2019,9217.77,Miscellaneous,1,8.92,0.096769609,Need,6569.77,71.27287836,1
2019,11,2/11/2019,15395.47,Miscellaneous,7,450.45,2.925860659,Need,9513.56,61.79454086,1
2019,10,13/10/2019,9290.04,Miscellaneous,1,44.88,0.483098028,Need,5691.75,61.26722813,1
2019,9,18/09/2019,11849.86,Miscellaneous,1,642.51,5.422089375,Need,7830.33,66.07951486,1
2019,8,4/08/2019,11394.65,Miscellaneous,7,1395.03,12.24285081,Need,7361.58,64.60558244,1
2019,7,7/07/2019,7783.18,Miscellaneous,5,454.65,5.841442701,Need,8152.12,104.7402219,1
2019,6,27/06/2019,59160.3,Miscellaneous,2,293.44,0.496008303,Need,6379.46,10.78334626,1
2019,5,12/05/2019,7072.1,Miscellaneous,3,287.47,4.064846368,Need,5997.61,84.80663452,1
2019,4,4/04/2019,36185.65,Miscellaneous,3,106.43,0.294122117,Need,6772.9,18.71708813,1
2019,3,8/03/2019,33860.19,Miscellaneous,2,152.85,0.451415069,Need,8454.55,24.96899752,1
2019,2,10/02/2019,8229.01,Miscellaneous,6,269.3,3.272568632,Need,5728.05,69.60800874,1
2019,1,9/01/2019,14402.89,Miscellaneous,1,27.98,0.194266567,Need,4566.13,31.70287352,1
2018,12,2/12/2018,7558.02,Miscellaneous,3,184.98,2.4474664,Need,6858.88,90.7496937,1
2018,11,4/11/2018,7125.5,Miscellaneous,1,11.25,0.157883657,Need,5471.5,76.78759385,1
2018,10,22/10/2018,6801.5,Miscellaneous,1,22.25,0.327133721,Need,5791.3,85.14739396,1
2018,8,13/08/2018,7667.51,Miscellaneous,2,129,1.682423629,Need,-3511.19,-45.79309319,1
2020,7,5/07/2020,13218.79,Restaurants & dining,3,23,0.173994745,Desire,4598.86,34.79032498,5
2020,6,18/06/2020,8068.83,Restaurants & dining,3,114.24,1.41581865,Desire,1768.45,21.91705613,5
2020,3,8/03/2020,44410.36,Restaurants & dining,5,123.4,0.277863093,Desire,2207.66,4.971047296,5
2020,2,3/02/2020,8157.21,Restaurants & dining,3,36.95,0.452973504,Desire,6381.31,78.22907587,5
2020,1,10/01/2020,11570.92,Restaurants & dining,3,33.17,0.28666692,Desire,4374.87,37.80918026,5
2019,12,2/12/2019,9217.77,Restaurants & dining,2,22.35,0.242466453,Desire,3915.1,42.47339649,5
2019,11,1/11/2019,15395.47,Restaurants & dining,7,235.28,1.528241749,Desire,948.33,6.159798954,5
2019,10,2/10/2019,9290.04,Restaurants & dining,7,219.43,2.361991983,Desire,5934.68,63.88217919,5
2019,9,2/09/2019,11849.86,Restaurants & dining,8,140.04,1.181786114,Desire,8039.05,67.84088588,5
2019,8,11/08/2019,11394.65,Restaurants & dining,8,170.7,1.498071463,Desire,5404.24,47.42787185,5
2019,7,5/07/2019,7783.18,Restaurants & dining,9,249.2,3.201776138,Desire,1761.24,22.62879697,5
2019,6,8/06/2019,59160.3,Restaurants & dining,7,101.25,0.171145177,Desire,968.49,1.637060664,5
2019,5,10/05/2019,7072.1,Restaurants & dining,5,88.47,1.25097213,Desire,4910.67,69.43722515,5
2019,4,3/04/2019,36185.65,Restaurants & dining,7,235.33,0.650340674,Desire,6109.74,16.88442794,5
2019,3,1/03/2019,33860.19,Restaurants & dining,7,160.8,0.474893968,Desire,2172.84,6.417093348,5
2019,2,3/02/2019,8229.01,Restaurants & dining,4,55.7,0.676873646,Desire,1178.83,14.32529551,5
2019,1,15/01/2019,14402.89,Restaurants & dining,1,11,0.076373561,Desire,9676.3,67.18304451,5
2018,12,8/12/2018,7558.02,Restaurants & dining,2,13,0.17200272,Desire,3166.63,41.8976134,5
2018,11,4/11/2018,7125.5,Restaurants & dining,5,110.88,1.556101326,Desire,4916.64,69.00063153,5
2018,10,7/10/2018,6801.5,Restaurants & dining,4,99.9,1.468793648,Desire,2979.52,43.80680732,5
2018,9,13/09/2018,7771.21,Restaurants & dining,3,83.35,1.072548548,Desire,3370.38,43.37008008,5
2018,8,15/08/2018,7667.51,Restaurants & dining,2,40.9,0.533419585,Desire,5947.96,77.57355387,5
2020,7,8/07/2020,13218.79,Retail Shopping,4,55.13,0.41705784,Desire,4598.86,34.79032498,4
2020,6,12/06/2020,8068.83,Retail Shopping,3,54,0.669242009,Desire,1768.45,21.91705613,4
2020,5,17/05/2020,10760.91,Retail Shopping,1,19.97,0.185579101,Desire,6280.45,58.36355847,4
2020,4,23/04/2020,24528.98,Retail Shopping,1,59,0.240531812,Desire,2595.43,10.58107594,4
2020,3,2/03/2020,44410.36,Retail Shopping,5,68.48,0.154198255,Desire,2207.66,4.971047296,4
2020,2,8/02/2020,8157.21,Retail Shopping,2,63,0.77232289,Desire,6381.31,78.22907587,4
2019,11,3/11/2019,15395.47,Retail Shopping,11,444.58,2.88773256,Desire,948.33,6.159798954,4
2019,10,2/10/2019,9290.04,Retail Shopping,4,59,0.635088762,Desire,5934.68,63.88217919,4
2019,9,1/09/2019,11849.86,Retail Shopping,14,306.06,2.582815324,Desire,8039.05,67.84088588,4
2019,8,4/08/2019,11394.65,Retail Shopping,7,122.4,1.074188325,Desire,5404.24,47.42787185,4
2019,7,4/07/2019,7783.18,Retail Shopping,11,145.86,1.874041202,Desire,1761.24,22.62879697,4
2019,6,8/06/2019,59160.3,Retail Shopping,8,170.95,0.288960671,Desire,968.49,1.637060664,4
2019,5,8/05/2019,7072.1,Retail Shopping,6,139.53,1.972964183,Desire,4910.67,69.43722515,4
2019,4,3/04/2019,36185.65,Retail Shopping,8,115.7,0.319740007,Desire,6109.74,16.88442794,4
2019,3,1/03/2019,33860.19,Retail Shopping,10,317.32,0.937147724,Desire,2172.84,6.417093348,4
2019,2,3/02/2019,8229.01,Retail Shopping,3,47.75,0.580264212,Desire,1178.83,14.32529551,4
2019,1,6/01/2019,14402.89,Retail Shopping,3,79.99,0.555374651,Desire,9676.3,67.18304451,4
2018,12,8/12/2018,7558.02,Retail Shopping,6,325.27,4.303640371,Desire,3166.63,41.8976134,4
2018,11,1/11/2018,7125.5,Retail Shopping,4,77.51,1.087783313,Desire,4916.64,69.00063153,4
2018,10,10/10/2018,6801.5,Retail Shopping,6,75.91,1.116077336,Desire,2979.52,43.80680732,4
2018,9,10/09/2018,7771.21,Retail Shopping,10,149.16,1.919392218,Desire,3370.38,43.37008008,4
2018,8,17/08/2018,7667.51,Retail Shopping,5,87.47,1.140787557,Desire,5947.96,77.57355387,4
2020,7,15/07/2020,13218.79,Subscription,2,21.48,0.162495962,Desire,4598.86,34.79032498,1
2020,6,15/06/2020,8068.83,Subscription,3,26.48,0.328176452,Desire,1768.45,21.91705613,1
2020,5,15/05/2020,10760.91,Subscription,2,21.48,0.199611371,Desire,6280.45,58.36355847,1
2020,4,15/04/2020,24528.98,Subscription,2,21.48,0.087569887,Desire,2595.43,10.58107594,1
2020,3,3/03/2020,44410.36,Subscription,3,31.98,0.072010225,Desire,2207.66,4.971047296,1
2020,2,15/02/2020,8157.21,Subscription,2,21.48,0.263325328,Desire,6381.31,78.22907587,1
2020,1,14/01/2020,11570.92,Subscription,3,31.48,0.27206134,Desire,4374.87,37.80918026,1
2019,12,15/12/2019,9217.77,Subscription,2,21.48,0.233028162,Desire,3915.1,42.47339649,1
2019,11,1/11/2019,15395.47,Subscription,3,29.78,0.193433523,Desire,948.33,6.159798954,1
2019,10,14/10/2019,9290.04,Subscription,3,29.48,0.317329097,Desire,5934.68,63.88217919,1
2019,9,14/09/2019,11849.86,Subscription,2,19.48,0.164390128,Desire,8039.05,67.84088588,1
2019,8,15/08/2019,11394.65,Subscription,2,19.48,0.170957423,Desire,5404.24,47.42787185,1
2019,7,1/07/2019,7783.18,Subscription,4,44.48,0.571488775,Desire,1761.24,22.62879697,1
2019,6,15/06/2019,59160.3,Subscription,3,44.48,0.075185555,Desire,968.49,1.637060664,1
2019,5,9/05/2019,7072.1,Subscription,4,74.97,1.060081164,Desire,4910.67,69.43722515,1
2019,4,10/04/2019,36185.65,Subscription,3,29.48,0.081468759,Desire,6109.74,16.88442794,1
2019,3,15/03/2019,33860.19,Subscription,2,19.48,0.057530687,Desire,2172.84,6.417093348,1
2019,2,14/02/2019,8229.01,Subscription,2,19.48,0.236723494,Desire,1178.83,14.32529551,1
2019,1,4/01/2019,14402.89,Subscription,4,83.48,0.579605899,Desire,9676.3,67.18304451,1
2018,12,15/12/2018,7558.02,Subscription,2,19.48,0.257739461,Desire,3166.63,41.8976134,1
2018,11,14/11/2018,7125.5,Subscription,3,29.48,0.413725353,Desire,4916.64,69.00063153,1
2018,10,15/10/2018,6801.5,Subscription,2,19.48,0.28640741,Desire,2979.52,43.80680732,1
2018,9,14/09/2018,7771.21,Subscription,2,19.48,0.250668815,Desire,3370.38,43.37008008,1
2018,8,14/08/2018,7667.51,Subscription,3,29.48,0.384479446,Desire,5947.96,77.57355387,1
2020,6,14/06/2020,8068.83,Travel,2,50.6,0.627104549,Desire,1768.45,21.91705613,3
2019,12,17/12/2019,9217.77,Travel,2,2416.77,26.21859734,Desire,3915.1,42.47339649,3
2019,10,12/10/2019,9290.04,Travel,1,39,0.419804436,Desire,5934.68,63.88217919,3
2019,9,22/09/2019,11849.86,Travel,1,35,0.295362139,Desire,8039.05,67.84088588,3
2019,8,22/08/2019,11394.65,Travel,3,1823.44,16.00259771,Desire,5404.24,47.42787185,3
2019,1,2/01/2019,14402.89,Travel,3,325.63,2.260865701,Desire,9676.3,67.18304451,3
2018,12,27/12/2018,7558.02,Travel,1,1896,25.08593521,Desire,3166.63,41.8976134,3
2018,11,12/11/2018,7125.5,Travel,1,3869,54.297944,Desire,4916.64,69.00063153,3
2018,9,7/09/2018,7771.21,Travel,1,1192.26,15.34201238,Desire,3370.38,43.37008008,3
2020,7,15/07/2020,13218.79,Utilities,2,386.87,2.926667267,Need,9364.7,70.84385182,5
2020,6,1/06/2020,8068.83,Utilities,8,1995.82,24.73493679,Need,7149.73,88.60925314,5
2020,5,1/05/2020,10760.91,Utilities,3,483.82,4.496088156,Need,7574.92,70.39293145,5
2020,4,15/04/2020,24528.98,Utilities,2,493.23,2.010805178,Need,17859.83,72.81114013,5
2020,3,13/03/2020,44410.36,Utilities,4,704.53,1.586409117,Need,44781.45,100.8355933,5
2020,2,6/02/2020,8157.21,Utilities,4,441.72,5.415086776,Need,5731.9,70.26789797,5
2020,1,15/01/2020,11570.92,Utilities,2,386.87,3.343467935,Need,1541.44,13.32167192,5
2019,12,9/12/2019,9217.77,Utilities,5,1048.53,11.37509398,Need,6569.77,71.27287836,5
2019,11,15/11/2019,15395.47,Utilities,2,386.87,2.512882036,Need,9513.56,61.79454086,5
2019,10,15/10/2019,9290.04,Utilities,3,609.07,6.556161222,Need,5691.75,61.26722813,5
2019,9,12/09/2019,11849.86,Utilities,5,1216.35,10.26467823,Need,7830.33,66.07951486,5
2019,8,28/08/2019,11394.65,Utilities,1,90,0.789844357,Need,7361.58,64.60558244,5
2019,7,15/07/2019,7783.18,Utilities,4,1389.41,17.85144375,Need,8152.12,104.7402219,5
2019,6,11/06/2019,59160.3,Utilities,5,1019.97,1.724078478,Need,6379.46,10.78334626,5
2019,5,1/05/2019,7072.1,Utilities,3,459.65,6.499483887,Need,5997.61,84.80663452,5
2019,4,15/04/2019,36185.65,Utilities,2,480.38,1.327542824,Need,6772.9,18.71708813,5
2019,3,7/03/2019,33860.19,Utilities,4,671.61,1.983479715,Need,8454.55,24.96899752,5
2019,2,1/02/2019,8229.01,Utilities,3,381.15,4.631784382,Need,5728.05,69.60800874,5
2019,1,15/01/2019,14402.89,Utilities,2,366.25,2.542892433,Need,4566.13,31.70287352,5
2018,12,6/12/2018,7558.02,Utilities,5,1130.49,14.95748887,Need,6858.88,90.7496937,5
2018,11,15/11/2018,7125.5,Utilities,2,366.25,5.139990176,Need,5471.5,76.78759385,5
2018,10,15/10/2018,6801.5,Utilities,2,366.25,5.384841579,Need,5791.3,85.14739396,5
2018,9,7/09/2018,7771.21,Utilities,4,1157.05,14.88892978,Need,6003.91,77.25836774,5
2018,8,28/08/2018,7667.51,Utilities,1,89.99,1.173653507,Need,-3511.19,-45.79309319,5
